Bucket,Date,Population,Treatment,Temperature,pH,actual,density,expected,morts,restocked,setters,stocked,survival,dead,survival.t
16,7/6/17,SN,6 Ambient,6,Ambient,1245,1216,2714,NA,1216,29,NA,0.458732498,1469,0.744083665
16,7/7/17,SN,6 Ambient,6,Ambient,NA,1216,NA,NA,NA,NA,NA,NA,NA,NA
16,7/8/17,SN,6 Ambient,6,Ambient,NA,1216,NA,NA,NA,NA,NA,NA,NA,NA
16,7/9/17,SN,6 Ambient,6,Ambient,NA,1216,NA,NA,NA,NA,NA,NA,NA,NA
16,7/10/17,SN,6 Ambient,6,Ambient,491,406,1216,NA,406,85,NA,0.403782895,725,0.688577104
16,7/11/17,SN,6 Ambient,6,Ambient,NA,406,NA,NA,NA,NA,NA,NA,NA,NA
16,7/12/17,SN,6 Ambient,6,Ambient,NA,406,NA,NA,NA,NA,NA,NA,NA,NA
16,7/13/17,SN,6 Ambient,6,Ambient,209,160,406,NA,160,49,NA,0.514778325,197,0.800178641
16,7/14/17,SN,6 Ambient,6,Ambient,NA,160,NA,NA,NA,NA,NA,NA,NA,NA
16,7/15/17,SN,6 Ambient,6,Ambient,NA,160,NA,NA,NA,NA,NA,NA,NA,NA
16,7/16/17,SN,6 Ambient,6,Ambient,NA,160,NA,NA,NA,NA,NA,NA,NA,NA
16,7/17/17,SN,6 Ambient,6,Ambient,86,58,160,NA,58,28,NA,0.5375,74,0.822933409
16,7/18/17,SN,6 Ambient,6,Ambient,NA,58,NA,NA,NA,NA,NA,NA,NA,NA
16,7/19/17,SN,6 Ambient,6,Ambient,NA,58,NA,NA,NA,NA,NA,NA,NA,NA
16,7/20/17,SN,6 Ambient,6,Ambient,NA,NA,58,NA,NA,NA,NA,NA,NA,NA
1,5/20/17,SN,6 Low,6,Low,NA,11867,NA,NA,NA,NA,11867,NA,NA,NA
1,5/21/17,SN,6 Low,6,Low,NA,11867,NA,NA,NA,NA,NA,NA,NA,NA
13,5/21/17,SN,6 Low,6,Low,NA,99433,NA,NA,NA,NA,99433,NA,NA,NA
1,5/22/17,SN,6 Low,6,Low,NA,11867,NA,NA,NA,NA,NA,NA,NA,NA
13,5/22/17,SN,6 Low,6,Low,NA,150433,NA,NA,NA,NA,51000,NA,NA,NA
1,5/23/17,SN,6 Low,6,Low,10000,10000,11867,NA,10000,NA,NA,0.842672959,1867,1.162937469
13,5/23/17,SN,6 Low,6,Low,135800,136800,150433,NA,135800,NA,1000,0.90272746,14633,1.253619495
1,5/24/17,SN,6 Low,6,Low,NA,10000,NA,NA,NA,NA,NA,NA,NA,NA
13,5/24/17,SN,6 Low,6,Low,NA,136800,NA,NA,NA,NA,NA,NA,NA,NA
1,5/25/17,SN,6 Low,6,Low,NA,10000,NA,NA,NA,NA,NA,NA,NA,NA
13,5/25/17,SN,6 Low,6,Low,NA,136800,NA,NA,NA,NA,NA,NA,NA,NA
1,5/26/17,SN,6 Low,6,Low,NA,NA,10000,NA,NA,NA,NA,NA,NA,NA
13,5/26/17,SN,6 Low,6,Low,97600,97600,136800,NA,97600,NA,NA,0.713450292,39200,1.005929448
13,5/27/17,SN,6 Low,6,Low,NA,183467,NA,NA,NA,NA,85867,NA,NA,NA
13,5/28/17,SN,6 Low,6,Low,NA,183467,NA,NA,NA,NA,NA,NA,NA,NA
13,5/29/17,SN,6 Low,6,Low,NA,183467,NA,NA,NA,NA,NA,NA,NA,NA
13,5/30/17,SN,6 Low,6,Low,98667,98667,183467,NA,98667,NA,NA,0.537791537,84800,0.823225776
13,5/31/17,SN,6 Low,6,Low,NA,NA,98667,NA,NA,NA,41067,NA,NA,NA
13,6/1/17,SN,6 Low,6,Low,NA,NA,NA,NA,NA,NA,750,NA,NA,NA
13,6/5/17,SN,6 Low,6,Low,95347,95320,NA,NA,95320,27,NA,NA,NA,NA
13,6/6/17,SN,6 Low,6,Low,NA,95320,NA,NA,NA,NA,NA,NA,NA,NA
13,6/7/17,SN,6 Low,6,Low,NA,95320,NA,NA,NA,NA,NA,NA,NA,NA
13,6/8/17,SN,6 Low,6,Low,NA,95320,NA,NA,NA,NA,NA,NA,NA,NA
13,6/9/17,SN,6 Low,6,Low,42717,42217,95320,NA,42217,500,NA,0.448143097,52603,0.733447841
13,6/10/17,SN,6 Low,6,Low,NA,42217,NA,NA,NA,NA,NA,NA,NA,NA
13,6/11/17,SN,6 Low,6,Low,NA,42217,NA,NA,NA,NA,NA,NA,NA,NA
13,6/12/17,SN,6 Low,6,Low,53707,54847,42217,900,53447,260,1400,1.272165241,-11490,NA
13,6/13/17,SN,6 Low,6,Low,NA,54847,NA,NA,NA,NA,NA,NA,NA,NA
13,6/14/17,SN,6 Low,6,Low,NA,189647,NA,NA,NA,NA,134800,NA,NA,NA
13,6/15/17,SN,6 Low,6,Low,84467,127867,189647,14220,82467,2000,45400,0.445390647,105180,0.730679653
13,6/16/17,SN,6 Low,6,Low,NA,127867,NA,NA,NA,NA,NA,NA,NA,NA
13,6/17/17,SN,6 Low,6,Low,NA,187700,NA,NA,NA,NA,59833,NA,NA,NA
13,6/18/17,SN,6 Low,6,Low,NA,187700,NA,NA,NA,NA,NA,NA,NA,NA
13,6/19/17,SN,6 Low,6,Low,47310,45057,187700,163,45057,2253,NA,0.252051145,140390,0.525964013
13,6/20/17,SN,6 Low,6,Low,NA,45057,NA,NA,NA,NA,NA,NA,NA,NA
13,6/21/17,SN,6 Low,6,Low,NA,45057,NA,NA,NA,NA,NA,NA,NA,NA
13,6/22/17,SN,6 Low,6,Low,23400,23000,45057,427,23000,400,NA,0.519342167,21657,0.804745157
13,6/23/17,SN,6 Low,6,Low,NA,23000,NA,NA,NA,NA,NA,NA,NA,NA
13,6/24/17,SN,6 Low,6,Low,NA,23000,NA,NA,NA,NA,NA,NA,NA,NA
13,6/25/17,SN,6 Low,6,Low,NA,23000,NA,NA,NA,NA,NA,NA,NA,NA
13,6/26/17,SN,6 Low,6,Low,6210,6060,23000,NA,6060,150,NA,0.27,16790,0.546400564
13,6/27/17,SN,6 Low,6,Low,NA,6060,NA,NA,NA,NA,NA,NA,NA,NA
13,6/28/17,SN,6 Low,6,Low,NA,6060,NA,NA,NA,NA,NA,NA,NA,NA
13,6/29/17,SN,6 Low,6,Low,2282,2240,6060,387,2240,42,NA,0.376567657,3778,0.660676431
13,6/30/17,SN,6 Low,6,Low,NA,2240,NA,NA,NA,NA,NA,NA,NA,NA
13,7/1/17,SN,6 Low,6,Low,NA,2240,NA,NA,NA,NA,NA,NA,NA,NA
13,7/2/17,SN,6 Low,6,Low,NA,2240,NA,NA,NA,NA,NA,NA,NA,NA
13,7/3/17,SN,6 Low,6,Low,696,373,2240,498,373,322,NA,0.310714286,1544,0.591271983
13,7/4/17,SN,6 Low,6,Low,NA,373,NA,NA,NA,NA,NA,NA,NA,NA
13,7/5/17,SN,6 Low,6,Low,NA,373,NA,NA,NA,NA,NA,NA,NA,NA
13,7/6/17,SN,6 Low,6,Low,363,327,373,33,327,36,NA,0.973190349,10,1.406319206
13,7/7/17,SN,6 Low,6,Low,NA,327,NA,NA,NA,NA,NA,NA,NA,NA
13,7/8/17,SN,6 Low,6,Low,NA,327,NA,NA,NA,NA,NA,NA,NA,NA
13,7/9/17,SN,6 Low,6,Low,NA,327,NA,NA,NA,NA,NA,NA,NA,NA
13,7/10/17,SN,6 Low,6,Low,39,27,327,NA,27,12,NA,0.119266055,288,0.35261083
13,7/11/17,SN,6 Low,6,Low,NA,27,NA,NA,NA,NA,NA,NA,NA,NA
13,7/12/17,SN,6 Low,6,Low,NA,27,NA,NA,NA,NA,NA,NA,NA,NA
13,7/13/17,SN,6 Low,6,Low,NA,NA,27,NA,NA,NA,NA,NA,NA,NA
5,5/19/17,SN,10 Ambient,10,Ambient,NA,80640,NA,NA,NA,NA,80640,NA,NA,NA
5,5/20/17,SN,10 Ambient,10,Ambient,NA,205600,NA,NA,NA,NA,124960,NA,NA,NA
11,5/21/17,SN,10 Ambient,10,Ambient,NA,144733,NA,NA,NA,NA,144733,NA,NA,NA
5,5/21/17,SN,10 Ambient,10,Ambient,NA,205600,NA,NA,NA,NA,NA,NA,NA,NA
11,5/22/17,SN,10 Ambient,10,Ambient,NA,148133,NA,NA,NA,NA,3400,NA,NA,NA
5,5/22/17,SN,10 Ambient,10,Ambient,NA,205600,NA,NA,NA,NA,NA,NA,NA,NA
11,5/23/17,SN,10 Ambient,10,Ambient,121667,143533,148133,NA,121667,NA,21867,0.821336232,26466,1.134388862
5,5/23/17,SN,10 Ambient,10,Ambient,145600,145600,205600,NA,145600,NA,NA,0.708171206,60000,1.000107548
11,5/24/17,SN,10 Ambient,10,Ambient,NA,143533,NA,NA,NA,NA,NA,NA,NA,NA
5,5/24/17,SN,10 Ambient,10,Ambient,NA,145600,NA,NA,NA,NA,NA,NA,NA,NA
11,5/25/17,SN,10 Ambient,10,Ambient,NA,143533,NA,NA,NA,NA,NA,NA,NA,NA
5,5/25/17,SN,10 Ambient,10,Ambient,NA,145600,NA,NA,NA,NA,NA,NA,NA,NA
11,5/26/17,SN,10 Ambient,10,Ambient,118400,118400,143533,NA,118400,NA,NA,0.82489741,25133,1.139055399
5,5/26/17,SN,10 Ambient,10,Ambient,112000,112000,145600,NA,112000,NA,NA,0.769230769,33600,1.069703314
11,5/27/17,SN,10 Ambient,10,Ambient,NA,118400,NA,NA,NA,NA,NA,NA,NA,NA
5,5/27/17,SN,10 Ambient,10,Ambient,NA,112000,NA,NA,NA,NA,NA,NA,NA,NA
11,5/28/17,SN,10 Ambient,10,Ambient,NA,118400,NA,NA,NA,NA,NA,NA,NA,NA
5,5/28/17,SN,10 Ambient,10,Ambient,NA,112000,NA,NA,NA,NA,NA,NA,NA,NA
11,5/29/17,SN,10 Ambient,10,Ambient,NA,118400,NA,NA,NA,NA,NA,NA,NA,NA
5,5/29/17,SN,10 Ambient,10,Ambient,NA,112000,NA,NA,NA,NA,NA,NA,NA,NA
11,5/30/17,SN,10 Ambient,10,Ambient,25600,25600,118400,NA,25600,NA,NA,0.216216216,92800,0.483623943
5,5/30/17,SN,10 Ambient,10,Ambient,32667,32667,112000,NA,32667,NA,NA,0.291669643,79333,0.570513722
11,5/31/17,SN,10 Ambient,10,Ambient,3200,3200,25600,NA,3200,NA,NA,0.125,22400,0.361367124
5,5/31/17,SN,10 Ambient,10,Ambient,1600,1600,32667,NA,1600,NA,NA,0.048979092,31067,0.223159837
11,6/1/17,SN,10 Ambient,10,Ambient,NA,3200,NA,NA,NA,NA,NA,NA,NA,NA
5,6/1/17,SN,10 Ambient,10,Ambient,NA,80700,NA,NA,NA,NA,79100,NA,NA,NA
11,6/2/17,SN,10 Ambient,10,Ambient,NA,3200,NA,NA,NA,NA,NA,NA,NA,NA
5,6/2/17,SN,10 Ambient,10,Ambient,NA,80700,NA,NA,NA,NA,NA,NA,NA,NA
11,6/3/17,SN,10 Ambient,10,Ambient,NA,3200,NA,NA,NA,NA,NA,NA,NA,NA
5,6/3/17,SN,10 Ambient,10,Ambient,NA,232793,NA,NA,NA,NA,152093,NA,NA,NA
11,6/4/17,SN,10 Ambient,10,Ambient,NA,3200,NA,NA,NA,NA,NA,NA,NA,NA
5,6/4/17,SN,10 Ambient,10,Ambient,NA,232793,NA,NA,NA,NA,NA,NA,NA,NA
11,6/5/17,SN,10 Ambient,10,Ambient,NA,NA,3200,NA,NA,NA,NA,NA,NA,NA
5,6/5/17,SN,10 Ambient,10,Ambient,138920,181213,232793,NA,138920,NA,42293,0.596753339,93873,0.882765728
5,6/6/17,SN,10 Ambient,10,Ambient,NA,181213,NA,NA,NA,NA,NA,NA,NA,NA
5,6/7/17,SN,10 Ambient,10,Ambient,NA,181213,NA,NA,NA,NA,NA,NA,NA,NA
5,6/8/17,SN,10 Ambient,10,Ambient,NA,181213,NA,NA,NA,NA,NA,NA,NA,NA
5,6/9/17,SN,10 Ambient,10,Ambient,146317,146167,181213,1200,146167,150,NA,0.807431034,34896,1.116503691
5,6/10/17,SN,10 Ambient,10,Ambient,NA,146167,NA,NA,NA,NA,NA,NA,NA,NA
5,6/11/17,SN,10 Ambient,10,Ambient,NA,146167,NA,NA,NA,NA,NA,NA,NA,NA
5,6/12/17,SN,10 Ambient,10,Ambient,108925,107933,146167,3000,107933,992,NA,0.745209247,37242,1.041683111
5,6/13/17,SN,10 Ambient,10,Ambient,NA,107933,NA,NA,NA,NA,NA,NA,NA,NA
5,6/14/17,SN,10 Ambient,10,Ambient,NA,146933,NA,NA,NA,NA,39000,NA,NA,NA
5,6/15/17,SN,10 Ambient,10,Ambient,124400,142733,146933,5510,94067,30333,48667,0.846644389,22533,1.168419493
5,6/16/17,SN,10 Ambient,10,Ambient,NA,142733,NA,NA,NA,NA,NA,NA,NA,NA
5,6/17/17,SN,10 Ambient,10,Ambient,NA,143900,NA,NA,NA,NA,1167,NA,NA,NA
5,6/18/17,SN,10 Ambient,10,Ambient,NA,143900,NA,NA,NA,NA,NA,NA,NA,NA
5,6/19/17,SN,10 Ambient,10,Ambient,103043,83577,143900,163,83577,19467,NA,0.716073662,40857,1.008834447
5,6/20/17,SN,10 Ambient,10,Ambient,NA,83577,NA,NA,NA,NA,NA,NA,NA,NA
5,6/21/17,SN,10 Ambient,10,Ambient,NA,83577,NA,NA,NA,NA,NA,NA,NA,NA
5,6/22/17,SN,10 Ambient,10,Ambient,26592,25592,83577,NA,25592,1000,NA,0.31817366,56985,0.599305139
5,6/23/17,SN,10 Ambient,10,Ambient,NA,25592,NA,NA,NA,NA,NA,NA,NA,NA
5,6/24/17,SN,10 Ambient,10,Ambient,NA,25592,NA,NA,NA,NA,NA,NA,NA,NA
5,6/25/17,SN,10 Ambient,10,Ambient,NA,25592,NA,NA,NA,NA,NA,NA,NA,NA
5,6/26/17,SN,10 Ambient,10,Ambient,450,450,25592,NA,450,NA,NA,0.01758362,25142,0.132994957
5,6/27/17,SN,10 Ambient,10,Ambient,NA,450,NA,NA,NA,NA,NA,NA,NA,NA
5,6/28/17,SN,10 Ambient,10,Ambient,NA,450,NA,NA,NA,NA,NA,NA,NA,NA
5,6/29/17,SN,10 Ambient,10,Ambient,1597,1597,450,290,1597,NA,NA,3.548888889,-1147,NA
5,6/30/17,SN,10 Ambient,10,Ambient,NA,1597,NA,NA,NA,NA,NA,NA,NA,NA
5,7/1/17,SN,10 Ambient,10,Ambient,NA,1597,NA,NA,NA,NA,NA,NA,NA,NA
5,7/2/17,SN,10 Ambient,10,Ambient,NA,1597,NA,NA,NA,NA,NA,NA,NA,NA
5,7/3/17,SN,10 Ambient,10,Ambient,272,269,1597,51,269,3,NA,0.170319349,1325,0.425413705
5,7/4/17,SN,10 Ambient,10,Ambient,NA,269,NA,NA,NA,NA,NA,NA,NA,NA
5,7/5/17,SN,10 Ambient,10,Ambient,NA,269,NA,NA,NA,NA,NA,NA,NA,NA
5,7/6/17,SN,10 Ambient,10,Ambient,36,200028,269,NA,28,8,2.00E+05,0.133828996,233,0.374520659
5,7/7/17,SN,10 Ambient,10,Ambient,NA,200028,NA,NA,NA,NA,NA,NA,NA,NA
5,7/8/17,SN,10 Ambient,10,Ambient,NA,200028,NA,NA,NA,NA,NA,NA,NA,NA
5,7/9/17,SN,10 Ambient,10,Ambient,NA,200028,NA,NA,NA,NA,NA,NA,NA,NA
5,7/10/17,SN,10 Ambient,10,Ambient,73195,73184,200028,1063,73184,11,NA,0.365923771,126833,0.649660793
5,7/11/17,SN,10 Ambient,10,Ambient,NA,73184,NA,NA,NA,NA,NA,NA,NA,NA
5,7/12/17,SN,10 Ambient,10,Ambient,NA,73184,NA,NA,NA,NA,NA,NA,NA,NA
5,7/13/17,SN,10 Ambient,10,Ambient,45656,45656,73184,225,45656,NA,NA,0.623852208,27528,0.910553218
5,7/14/17,SN,10 Ambient,10,Ambient,NA,45656,NA,NA,NA,NA,NA,NA,NA,NA
5,7/15/17,SN,10 Ambient,10,Ambient,NA,45656,NA,NA,NA,NA,NA,NA,NA,NA
5,7/16/17,SN,10 Ambient,10,Ambient,NA,45656,NA,NA,NA,NA,NA,NA,NA,NA
5,7/17/17,SN,10 Ambient,10,Ambient,37100,37090,45656,53,37090,10,NA,0.812598563,8556,1.123090205
5,7/18/17,SN,10 Ambient,10,Ambient,NA,37090,NA,NA,NA,NA,NA,NA,NA,NA
5,7/19/17,SN,10 Ambient,10,Ambient,NA,37090,NA,NA,NA,NA,NA,NA,NA,NA
5,7/20/17,SN,10 Ambient,10,Ambient,15582,7627,37090,NA,7627,7955,NA,0.420113238,21508,0.705167551
5,7/21/17,SN,10 Ambient,10,Ambient,NA,7627,NA,NA,NA,NA,NA,NA,NA,NA
5,7/22/17,SN,10 Ambient,10,Ambient,NA,7627,NA,NA,NA,NA,NA,NA,NA,NA
5,7/23/17,SN,10 Ambient,10,Ambient,NA,7627,NA,NA,NA,NA,NA,NA,NA,NA
5,7/24/17,SN,10 Ambient,10,Ambient,NA,7627,NA,NA,NA,NA,NA,NA,NA,NA
7,5/20/17,SN,10 Low,10,Low,NA,187333,NA,NA,NA,NA,187333,NA,NA,NA
7,5/21/17,SN,10 Low,10,Low,NA,241167,NA,NA,NA,NA,53833,NA,NA,NA
7,5/22/17,SN,10 Low,10,Low,NA,241167,NA,NA,NA,NA,NA,NA,NA,NA
7,5/23/17,SN,10 Low,10,Low,189000,222800,241167,NA,189000,NA,33800,0.783689311,52167,1.087057648
7,5/24/17,SN,10 Low,10,Low,NA,222800,NA,NA,NA,NA,NA,NA,NA,NA
7,5/25/17,SN,10 Low,10,Low,NA,222800,NA,NA,NA,NA,NA,NA,NA,NA
7,5/26/17,SN,10 Low,10,Low,179400,179400,222800,NA,179400,NA,NA,0.805206463,43400,1.113689065
9,5/26/17,SN,10 Low,10,Low,62667,120533,NA,NA,62667,NA,57867,NA,NA,NA
7,5/27/17,SN,10 Low,10,Low,NA,179400,NA,NA,NA,NA,NA,NA,NA,NA
9,5/27/17,SN,10 Low,10,Low,NA,172783,NA,NA,NA,NA,52250,NA,NA,NA
7,5/28/17,SN,10 Low,10,Low,NA,179400,NA,NA,NA,NA,NA,NA,NA,NA
9,5/28/17,SN,10 Low,10,Low,NA,172783,NA,NA,NA,NA,NA,NA,NA,NA
7,5/29/17,SN,10 Low,10,Low,NA,179400,NA,NA,NA,NA,NA,NA,NA,NA
9,5/29/17,SN,10 Low,10,Low,NA,177283,NA,NA,NA,NA,4500,NA,NA,NA
7,5/30/17,SN,10 Low,10,Low,37867,37867,179400,NA,37867,NA,NA,0.211075808,141533,0.477353212
9,5/30/17,SN,10 Low,10,Low,77333,77333,177283,NA,77333,NA,NA,0.436212158,99950,0.721436011
7,5/31/17,SN,10 Low,10,Low,10400,73400,37867,NA,10400,NA,63000,0.27464547,27467,0.551618417
9,5/31/17,SN,10 Low,10,Low,48800,48800,77333,NA,48800,NA,NA,0.631037203,28533,0.917983721
7,6/1/17,SN,10 Low,10,Low,NA,73400,NA,NA,NA,NA,NA,NA,NA,NA
9,6/1/17,SN,10 Low,10,Low,NA,48800,NA,NA,NA,NA,NA,NA,NA,NA
7,6/2/17,SN,10 Low,10,Low,NA,73400,NA,NA,NA,NA,NA,NA,NA,NA
9,6/2/17,SN,10 Low,10,Low,NA,48800,NA,NA,NA,NA,NA,NA,NA,NA
7,6/3/17,SN,10 Low,10,Low,NA,73400,NA,NA,NA,NA,NA,NA,NA,NA
9,6/3/17,SN,10 Low,10,Low,NA,48800,NA,NA,NA,NA,NA,NA,NA,NA
7,6/4/17,SN,10 Low,10,Low,NA,73400,NA,NA,NA,NA,NA,NA,NA,NA
9,6/4/17,SN,10 Low,10,Low,NA,48800,NA,NA,NA,NA,NA,NA,NA,NA
7,6/5/17,SN,10 Low,10,Low,39209,39093,73400,NA,39093,116,NA,0.534182561,34191,0.819607408
9,6/5/17,SN,10 Low,10,Low,7096,6940,48800,NA,6940,156,NA,0.145409836,41704,0.391230705
7,6/6/17,SN,10 Low,10,Low,NA,39093,NA,NA,NA,NA,NA,NA,NA,NA
9,6/6/17,SN,10 Low,10,Low,NA,6940,NA,NA,NA,NA,NA,NA,NA,NA
7,6/7/17,SN,10 Low,10,Low,NA,39093,NA,NA,NA,NA,NA,NA,NA,NA
9,6/7/17,SN,10 Low,10,Low,NA,6940,NA,NA,NA,NA,NA,NA,NA,NA
7,6/8/17,SN,10 Low,10,Low,NA,39093,NA,NA,NA,NA,NA,NA,NA,NA
9,6/8/17,SN,10 Low,10,Low,NA,6940,NA,NA,NA,NA,NA,NA,NA,NA
7,6/9/17,SN,10 Low,10,Low,48327,48000,39093,360,48000,327,NA,1.23620597,-9234,NA
9,6/9/17,SN,10 Low,10,Low,NA,NA,6940,NA,NA,NA,NA,NA,NA,NA
7,6/10/17,SN,10 Low,10,Low,NA,48000,NA,NA,NA,NA,NA,NA,NA,NA
7,6/11/17,SN,10 Low,10,Low,NA,48000,NA,NA,NA,NA,NA,NA,NA,NA
7,6/12/17,SN,10 Low,10,Low,39643,35893,48000,333,35893,3750,NA,0.825895833,8357,1.140370404
7,6/13/17,SN,10 Low,10,Low,NA,35893,NA,NA,NA,NA,NA,NA,NA,NA
7,6/14/17,SN,10 Low,10,Low,NA,115460,NA,NA,NA,NA,79567,NA,NA,NA
7,6/15/17,SN,10 Low,10,Low,108233,154633,115460,5100,106633,1600,48000,0.937406894,7227,1.31792382
7,6/16/17,SN,10 Low,10,Low,NA,154633,NA,NA,NA,NA,NA,NA,NA,NA
7,6/17/17,SN,10 Low,10,Low,NA,156500,NA,NA,NA,NA,1867,NA,NA,NA
7,6/18/17,SN,10 Low,10,Low,NA,156500,NA,NA,NA,NA,NA,NA,NA,NA
7,6/19/17,SN,10 Low,10,Low,53300,53133,156500,500,53133,167,NA,0.34057508,103200,0.623140293
7,6/20/17,SN,10 Low,10,Low,NA,53133,NA,NA,NA,NA,NA,NA,NA,NA
7,6/21/17,SN,10 Low,10,Low,NA,53133,NA,NA,NA,NA,NA,NA,NA,NA
7,6/22/17,SN,10 Low,10,Low,53133,53800,53133,233,52933,200,867,1,0,1.570796327
7,6/23/17,SN,10 Low,10,Low,NA,53800,NA,NA,NA,NA,NA,NA,NA,NA
7,6/24/17,SN,10 Low,10,Low,NA,131367,NA,NA,NA,NA,77567,NA,NA,NA
7,6/25/17,SN,10 Low,10,Low,NA,131367,NA,NA,NA,NA,NA,NA,NA,NA
7,6/26/17,SN,10 Low,10,Low,32807,28747,131367,2000,28747,4060,NA,0.249735474,98560,0.523293273
7,6/27/17,SN,10 Low,10,Low,NA,28747,NA,NA,NA,NA,NA,NA,NA,NA
7,6/28/17,SN,10 Low,10,Low,NA,28747,NA,NA,NA,NA,NA,NA,NA,NA
7,6/29/17,SN,10 Low,10,Low,25413,25300,28747,300,25300,113,NA,0.884022681,3334,1.223289815
7,6/30/17,SN,10 Low,10,Low,NA,25300,NA,NA,NA,NA,NA,NA,NA,NA
7,7/1/17,SN,10 Low,10,Low,NA,25300,NA,NA,NA,NA,NA,NA,NA,NA
7,7/2/17,SN,10 Low,10,Low,NA,25300,NA,NA,NA,NA,NA,NA,NA,NA
7,7/3/17,SN,10 Low,10,Low,3151,3100,25300,747,3100,51,NA,0.124545455,22149,0.360679379
7,7/4/17,SN,10 Low,10,Low,NA,3100,NA,NA,NA,NA,NA,NA,NA,NA
7,7/5/17,SN,10 Low,10,Low,NA,3100,NA,NA,NA,NA,NA,NA,NA,NA
7,7/6/17,SN,10 Low,10,Low,985,926,3100,NA,926,59,NA,0.317741935,2115,0.5988416
7,7/7/17,SN,10 Low,10,Low,NA,926,NA,NA,NA,NA,NA,NA,NA,NA
7,7/8/17,SN,10 Low,10,Low,NA,926,NA,NA,NA,NA,NA,NA,NA,NA
7,7/9/17,SN,10 Low,10,Low,NA,926,NA,NA,NA,NA,NA,NA,NA,NA
7,7/10/17,SN,10 Low,10,Low,324,263,926,NA,263,61,NA,0.349892009,602,0.632938627
7,7/11/17,SN,10 Low,10,Low,NA,263,NA,NA,NA,NA,NA,NA,NA,NA
7,7/12/17,SN,10 Low,10,Low,NA,263,NA,NA,NA,NA,NA,NA,NA,NA
7,7/13/17,SN,10 Low,10,Low,9,NA,263,NA,NA,9,NA,0.034220532,254,0.186059575
7,7/17/17,SN,10 Low,10,Low,38,37,NA,NA,37,1,NA,NA,NA,NA
7,7/18/17,SN,10 Low,10,Low,NA,37,NA,NA,NA,NA,NA,NA,NA,NA
7,7/19/17,SN,10 Low,10,Low,NA,37,NA,NA,NA,NA,NA,NA,NA,NA
7,7/20/17,SN,10 Low,10,Low,NA,NA,37,NA,NA,NA,NA,NA,NA,NA
